field,average_adjacent,stdev_adjacent,sensor,date,sensor_full_name,depth_1,depth_2,depth_3,year,precip.cm,tair.C,rh.pct,wind_sp.m_per_s,irradiance.w_per_m.2,sand_1,sand_2,sand_3,silt_1,silt_2,silt_3,clay_1,clay_2,clay_3,l3_depth_1,l3_depth_2,l3_depth_3,l5_depth_1,l5_depth_2,l5_depth_3,l7_depth_1,l7_depth_2,l7_depth_3,avg_soilM,avg_soilM_l3,avg_soilM_l5,avg_soilM_l7,avg_clay,avg_sand,avg_silt
AES,0.573697315,0.015614608,10,6/25/12,A10-C,0.189231251,0.240829759,0.299810239,2012,0,17.44166667,59,3,328.9583333,16.75881769,11.28033618,10.97745283,58.85767382,65.92100827,63.44660422,24.38350849,22.79865555,25.57594295,0.205518352,0.250345615,0.301851379,0.216869431,0.26098127,0.303427833,0.230894927,0.267163731,0.304324981,0.215030505,0.252571782,0.260426178,0.267461213,24.25270233,13.00553557,62.74176211
AES,0.548689438,0.006552356,10,7/6/12,A10-C,0.184394,0.227301154,0.290536489,2012,0,22.175,56.04166667,2.2,341.2916667,16.75881769,11.28033618,10.97745283,58.85767382,65.92100827,63.44660422,24.38350849,22.79865555,25.57594295,0.195005562,0.230543534,0.294518227,0.197882586,0.232484085,0.296139796,0.197882586,0.232484085,0.297751698,0.205847577,0.240022441,0.242168823,0.242706123,24.25270233,13.00553557,62.74176211
AES,0.402125501,0.050211103,10,6/8/13,A10-C,0.171720908,0.272071995,0.303877052,2013,0,17.95416667,47.08333333,3.429166667,358.0416667,16.75881769,11.28033618,10.97745283,58.85767382,65.92100827,63.44660422,24.38350849,22.79865555,25.57594295,0.202661588,0.288982751,0.304548623,0.226240022,0.294921425,0.304995264,0.241060752,0.297871259,0.305218262,0.221896452,0.265397654,0.27538557,0.281383424,24.25270233,13.00553557,62.74176211
AES,0.465516292,0.041193029,10,6/15/13,A10-C,0.14994568,0.216828024,0.299810239,2013,0,18.9,44.04166667,2.870833333,358.1666667,16.75881769,11.28033618,10.97745283,58.85767382,65.92100827,63.44660422,24.38350849,22.79865555,25.57594295,0.154929821,0.234418136,0.301851379,0.160883946,0.253488854,0.302978615,0.171720908,0.272071995,0.303877052,0.183386852,0.230399779,0.239117138,0.249223318,24.25270233,13.00553557,62.74176211
AES,0.521197342,0.064101418,10,6/29/13,A10-C,0.161874189,0.201519768,0.280197376,2013,0.036,23.1375,65,2.770833333,288.125,16.75881769,11.28033618,10.97745283,58.85767382,65.92100827,63.44660422,24.38350849,22.79865555,25.57594295,0.144938745,0.200846913,0.290536489,0.139909016,0.200846913,0.288405119,0.134859027,0.201519768,0.293819586,0.181696978,0.212107382,0.209720349,0.210066127,24.25270233,13.00553557,62.74176211
AES,0.44770856,0.060392588,10,7/8/13,A10-C,0.148945306,0.197476138,0.26016752,2013,0,21.50416667,52.95833333,4.0625,320.375,16.75881769,11.28033618,10.97745283,58.85767382,65.92100827,63.44660422,24.38350849,22.79865555,25.57594295,0.154929821,0.200846913,0.261997264,0.1628619,0.202190997,0.264851766,0.164837322,0.202862226,0.271744078,0.173210722,0.205924666,0.209968221,0.213147876,24.25270233,13.00553557,62.74176211
AES,0.57739083,0.018840834,10,6/5/15,A10-C,0.169019728,0.231244117,0.288652343,2015,0,19.825,60,2.020833333,350.5416667,16.75881769,11.28033618,10.97745283,58.85767382,65.92100827,63.44660422,24.38350849,22.79865555,25.57594295,0.174452371,0.237630246,0.290221977,0.180345976,0.241653389,0.291517787,0.182695098,0.246790686,0.29321678,0.200131923,0.234101531,0.237839051,0.240900855,24.25270233,13.00553557,62.74176211
AES,0.419898391,0.047678827,10,6/19/15,A10-C,0.127455395,0.190465046,0.268785114,2015,0.051,18.05416667,45.95833333,4.3,346.5,16.75881769,11.28033618,10.97745283,58.85767382,65.92100827,63.44660422,24.38350849,22.79865555,25.57594295,0.133212607,0.19722198,0.273085858,0.138311372,0.202861096,0.276353305,0.147608756,0.208404476,0.279225627,0.15896022,0.201173481,0.205841924,0.211746286,24.25270233,13.00553557,62.74176211
AES,0.566236403,0.024052639,11,6/25/12,A11-C,0.2358206,0.288362548,0.269209043,2012,0,17.44166667,59,3,328.9583333,18.92543726,14.76785257,13.69074191,59.48575425,66.09049314,63.46701549,21.58880849,19.14165429,22.84224259,0.251369664,0.29321181,0.270543796,0.265888303,0.302833928,0.271208106,0.274183436,0.306811707,0.272203549,0.262091574,0.271708423,0.279976779,0.284399564,21.19090179,15.79467725,63.01442096
AES,0.525178876,0.0125083,11,7/6/12,A11-C,0.199820412,0.258708278,0.262807136,2012,0,22.175,56.04166667,2.2,341.2916667,18.92543726,14.76785257,13.69074191,59.48575425,66.09049314,63.46701549,21.58880849,19.14165429,22.84224259,0.213586712,0.2703551,0.264840947,0.219197998,0.275299866,0.265853765,0.221590825,0.276942551,0.266863517,0.229264345,0.249594253,0.253450543,0.255132298,21.19090179,15.79467725,63.01442096
AES,0.420532137,0.019180656,11,6/8/13,A11-C,0.313022681,0.330310687,0.300528717,2013,0,17.95416667,47.08333333,3.429166667,358.0416667,18.92543726,14.76785257,13.69074191,59.48575425,66.09049314,63.46701549,21.58880849,19.14165429,22.84224259,0.329308994,0.33262668,0.299917552,0.335590703,0.333395495,0.300223134,0.341133008,0.334166697,0.300528717,0.321666684,0.320617742,0.323069777,0.325276141,21.19090179,15.79467725,63.01442096
AES,0.438690497,0.012111934,11,6/15/13,A11-C,0.263611884,0.306019016,0.298076901,2013,0,18.9,44.04166667,2.870833333,358.1666667,18.92543726,14.76785257,13.69074191,59.48575425,66.09049314,63.46701549,21.58880849,19.14165429,22.84224259,0.284621335,0.319425516,0.299305364,0.298581647,0.325661986,0.300528717,0.313022681,0.330310687,0.300528717,0.28481545,0.301117405,0.30825745,0.314620695,21.19090179,15.79467725,63.01442096
AES,0.549833695,0.024461529,11,6/29/13,A11-C,0.217598469,0.238406325,0.259051228,2013,0.036,23.1375,65,2.770833333,288.125,18.92543726,14.76785257,13.69074191,59.48575425,66.09049314,63.46701549,21.58880849,19.14165429,22.84224259,0.219995607,0.261215282,0.280393984,0.218398234,0.26205095,0.280393984,0.223183888,0.274478524,0.291865089,0.228002397,0.253868291,0.253614389,0.263175834,21.19090179,15.79467725,63.01442096
AES,0.54432055,0.008133183,11,7/8/13,A11-C,0.148713079,0.156479837,0.219382707,2013,0,21.50416667,52.95833333,4.0625,320.375,18.92543726,14.76785257,13.69074191,59.48575425,66.09049314,63.46701549,21.58880849,19.14165429,22.84224259,0.169985526,0.172116376,0.224648132,0.190803119,0.188426225,0.231323939,0.208751477,0.21504344,0.244004089,0.152596458,0.188916678,0.203517761,0.222599669,21.19090179,15.79467725,63.01442096
AES,0.566178911,0.016533472,11,6/5/15,A11-C,0.228763078,0.199562921,0.268024065,2015,0,19.825,60,2.020833333,350.5416667,18.92543726,14.76785257,13.69074191,59.48575425,66.09049314,63.46701549,21.58880849,19.14165429,22.84224259,0.248179097,0.206578811,0.271498858,0.232969809,0.210616583,0.272769216,0.243756618,0.220244312,0.274790066,0.214163,0.242085589,0.238785203,0.246263665,21.19090179,15.79467725,63.01442096
AES,0.492959917,0.01471125,11,6/19/15,A11-C,0.132528575,0.135424352,0.218464846,2015,0.051,18.05416667,45.95833333,4.3,346.5,18.92543726,14.76785257,13.69074191,59.48575425,66.09049314,63.46701549,21.58880849,19.14165429,22.84224259,0.144616918,0.148377865,0.231304599,0.155743733,0.157905126,0.240716967,0.170539653,0.166737476,0.24902202,0.133976464,0.17476646,0.184788609,0.19543305,21.19090179,15.79467725,63.01442096
AES,0.502611687,0.016112531,12,6/25/12,A12-C,0.247048906,0.263569197,0.280975424,2012,0,17.44166667,59,3,328.9583333,17.09324043,11.64808964,10.55270317,58.33378727,63.95084127,66.82505146,24.5729723,24.40106909,22.62224536,0.260511414,0.268833128,0.284362959,0.281316994,0.275225171,0.28660109,0.277483763,0.277928198,0.287992337,0.255309052,0.271235834,0.281047751,0.281134766,23.86542892,13.09801108,63.03656
AES,0.515213639,0.018183976,12,7/6/12,A12-C,0.233693779,0.247621957,0.269414637,2012,0,22.175,56.04166667,2.2,341.2916667,17.09324043,11.64808964,10.55270317,58.33378727,63.95084127,66.82505146,24.5729723,24.40106909,22.62224536,0.242940981,0.252801501,0.272635742,0.2475034,0.255365069,0.274668437,0.25067362,0.25759198,0.276688996,0.240657868,0.256126075,0.259178969,0.261651532,23.86542892,13.09801108,63.03656
AES,0.574544032,0.012856568,12,6/8/13,A12-C,0.282441256,0.27882447,0.287158455,2013,0,17.95416667,47.08333333,3.429166667,358.0416667,17.09324043,11.64808964,10.55270317,58.33378727,63.95084127,66.82505146,24.5729723,24.40106909,22.62224536,0.299250744,0.285322217,0.290203596,0.305734244,0.289390527,0.291303592,0.311454588,0.29226588,0.292399253,0.280632863,0.291592186,0.295476121,0.298706574,23.86542892,13.09801108,63.03656
AES,0.565655178,0.016233978,12,6/15/13,A12-C,0.231443205,0.251513499,0.282674392,2013,0,18.9,44.04166667,2.870833333,358.1666667,17.09324043,11.64808964,10.55270317,58.33378727,63.95084127,66.82505146,24.5729723,24.40106909,22.62224536,0.253127556,0.263880983,0.282956109,0.267536324,0.269446928,0.284643809,0.282441256,0.27882447,0.287158455,0.241478352,0.266654883,0.273875687,0.28280806,23.86542892,13.09801108,63.03656
AES,0.664747384,0.015009752,12,6/29/13,A12-C,0.183951674,0.209624124,0.2568206,2013,0.036,23.1375,65,2.770833333,288.125,17.09324043,11.64808964,10.55270317,58.33378727,63.95084127,66.82505146,24.5729723,24.40106909,22.62224536,0.186425817,0.217447181,0.270589179,0.18477713,0.211057803,0.270296194,0.189716516,0.218151585,0.27697678,0.196787899,0.224820726,0.222043709,0.228281627,23.86542892,13.09801108,63.03656
