field,average_adjacent,stdev_adjacent,sensor,date,sensor_full_name,depth_1,depth_2,depth_3,precip.cm,tair.C,rh.pct,wind_sp.m_per_s,irradiance.w_per_m.2,year,sand_1,sand_2,sand_3,silt_1,silt_2,silt_3,clay_1,clay_2,clay_3,avg_soilM
AES,0.37477636999554104,0.036154324221294803,7,2013-06-15, A7-C,0.21478149645087702,0.2619408288937826,0.3760418981139552,0,18.9,44.04166667,2.870833333,358.1666667,2013,12.325174660826967,15.3133261946953,16.3294452097936,62.336371726177106,60.7100102025676,61.403833781877,25.338453612995934,23.9766636027371,22.2667210083294,0.23836116267232982
AES,0.52636961473359,0.03741481631813489,2,2014-06-19, A2-C,0.1266959560447625,0.18314247669108913,0.21316313342368287,0,18.22916667,54.04166667,2.791666667,331.0833333,2014,13.037486059510032,19.3836758273507,11.2229213618603,61.8702846045774,55.6573409259707,62.9225674014875,25.092229335912567,24.9589832466786,25.8545112366523,0.15491921636792583
AES,0.41733888122770524,0.020512320815432087,1,2014-06-19, A1-C,0.14049080560374227,0.16902698762460378,0.2658894517394812,0,18.22916667,54.04166667,2.791666667,331.0833333,2014,13.596915430126899,14.5304209206635,15.0789597123051,57.41014089906983,54.141284529799,51.3194697798878,28.992943670803268,31.3282945495374,33.6015705078071,0.15475889661417302
AES,0.42714642153845894,0.014822934367026874,11,2014-06-19, A11-C,0.192448543545789,0.19559197315481774,0.27418654431205736,0,18.22916667,54.04166667,2.791666667,331.0833333,2014,18.925437259432,14.7678525740071,13.6907419134922,59.48575425013706,66.090493136756,63.4670154930122,21.588808490430996,19.1416542892369,22.8422425934955,0.19402025835030337
AES,0.42340618040826583,0.03890185694071857,10,2014-06-19, A10-C,0.17758712511463326,0.19815175895704917,0.2924177014950109,0,18.22916667,54.04166667,2.791666667,331.0833333,2014,16.7588176913764,11.2803361804534,10.9774528298485,58.85767382278813,65.9210082743388,63.446604217991,24.383508485835478,22.7986555452078,25.5759429521605,0.18786944203584122
AES,0.4956155452463362,0.036292268147399144,3,2014-06-19, A3-C,0.15831229494862498,0.2873929123932156,0.3073942785875762,0,18.22916667,54.04166667,2.791666667,331.0833333,2014,16.468527476474602,14.9466843622718,12.9911532095528,61.93675629086386,60.620355343708,63.0796890878262,21.594716232661565,24.4329602940202,23.929157702621,0.2228526036709203
AES,0.2892226063542896,0.0415053898468763,4,2014-06-19, A4-C,NA,0.2243261852858066,0.2828066900937007,0,18.22916667,54.04166667,2.791666667,331.0833333,2014,14.672770180137,16.0482902258725,15.4741957687039,56.37694793751887,60.6319586276053,62.3292290364519,28.950281882344132,23.3197511465222,22.1965751948442,0.2243261852858066
AES,0.5126080281204648,0.01777429549502271,12,2014-06-19, A12-C,0.18902413743664853,0.1799081187699822,0.25743124206320495,0,18.22916667,54.04166667,2.791666667,331.0833333,2014,17.093240431138867,11.6480896423963,10.552703173328,58.333787266612795,63.9508412663666,66.8250514635646,24.572972302248303,24.4010690912371,22.6222453631073,0.18446612810331536
AES,0.5160680943065219,0.02053896655278456,5,2014-06-19, A5-C,0.18962240471222377,0.22782249773680963,0.25551379209356906,0,18.22916667,54.04166667,2.791666667,331.0833333,2014,16.239896948098203,17.8162778545966,14.8911260428653,62.309404110917605,56.3756767036222,67.1593474607257,21.450698940984267,25.8080454417812,17.949526496409,0.20872245122451671
AES,0.512256039513482,0.0325077687609008,6,2014-06-19, A6-C,NA,0.18300559841495495,0.2480891077605621,0,18.22916667,54.04166667,2.791666667,331.0833333,2014,13.2307720961347,13.1983045778463,16.1351542440369,61.88395677312187,62.5642400679264,60.3850434535499,24.885271130743433,24.2374553542273,23.4798023024132,0.18300559841495495
AES,0.423638039165073,0.023317112318629374,7,2014-06-19, A7-C,0.23987015181089794,0.24087418771299995,0.3428004322797434,0,18.22916667,54.04166667,2.791666667,331.0833333,2014,12.325174660826967,15.3133261946953,16.3294452097936,62.336371726177106,60.7100102025676,61.403833781877,25.338453612995934,23.9766636027371,22.2667210083294,0.24037216976194895
AES,0.4929599165916443,0.014711250030775159,11,2015-06-19, A11-C,0.13252857479465985,0.1354243523717545,0.21846484582818354,0.051,18.05416667,45.95833333,4.3,346.5,2015,18.925437259432,14.7678525740071,13.6907419134922,59.48575425013706,66.090493136756,63.4670154930122,21.588808490430996,19.1416542892369,22.8422425934955,0.13397646358320717
AES,0.4198983907699585,0.04767882682574623,10,2015-06-19, A10-C,0.12745539502842662,0.19046504566873787,0.2687851137651015,0.051,18.05416667,45.95833333,4.3,346.5,2015,16.7588176913764,11.2803361804534,10.9774528298485,58.85767382278813,65.9210082743388,63.446604217991,24.383508485835478,22.7986555452078,25.5759429521605,0.15896022034858226
AES,0.5484045876397027,0.010715737041543775,3,2015-06-19, A3-C,0.14643773468058796,0.24553917676148335,0.2243816734297408,0.051,18.05416667,45.95833333,4.3,346.5,2015,16.468527476474602,14.9466843622718,12.9911532095528,61.93675629086386,60.620355343708,63.0796890878262,21.594716232661565,24.4329602940202,23.929157702621,0.19598845572103565
AES,0.26281459463967216,0.021833955576831997,4,2015-06-19, A4-C,NA,0.08831755228766835,0.164871875826672,0.051,18.05416667,45.95833333,4.3,346.5,2015,14.672770180137,16.0482902258725,15.4741957687039,56.37694793751887,60.6319586276053,62.3292290364519,28.950281882344132,23.3197511465222,22.1965751948442,0.08831755228766835
AES,0.47635800970925224,0.01360387189827191,12,2015-06-19, A12-C,0.19036729293291363,0.1803714813204421,0.1997234739807191,0.051,18.05416667,45.95833333,4.3,346.5,2015,17.093240431138867,11.6480896423963,10.552703173328,58.333787266612795,63.9508412663666,66.8250514635646,24.572972302248303,24.4010690912371,22.6222453631073,0.18536938712667786
AES,0.5012980136606429,0.014522984960098644,5,2015-06-19, A5-C,0.12515506910877142,0.12093595083352288,0.18606319204188437,0.051,18.05416667,45.95833333,4.3,346.5,2015,16.239896948098203,17.8162778545966,14.8911260428653,62.309404110917605,56.3756767036222,67.1593474607257,21.450698940984267,25.8080454417812,17.949526496409,0.12304550997114715
AES,0.49456893073187935,0.015273268397274189,7,2015-06-19, A7-C,0.24583854066539312,0.2777881915616976,0.2909096273858162,0.051,18.05416667,45.95833333,4.3,346.5,2015,12.325174660826967,15.3133261946953,16.3294452097936,62.336371726177106,60.7100102025676,61.403833781877,25.338453612995934,23.9766636027371,22.2667210083294,0.26181336611354533
AES,0.5866358743773566,0.02336089161955435,2,2012-06-25, A2-C,0.1821091082999284,0.2644687901104728,0.2619577137689565,0,17.44166667,59,3,328.9583333,2012,13.037486059510032,19.3836758273507,11.2229213618603,61.8702846045774,55.6573409259707,62.9225674014875,25.092229335912567,24.9589832466786,25.8545112366523,0.2232889492052006
AES,0.5445650021235148,0.010539194851478728,1,2012-06-25, A1-C,0.20717264062091723,0.2365713153495428,0.3271539640924951,0,17.44166667,59,3,328.9583333,2012,13.596915430126899,14.5304209206635,15.0789597123051,57.41014089906983,54.141284529799,51.3194697798878,28.992943670803268,31.3282945495374,33.6015705078071,0.22187197798523
AES,0.5662364032533433,0.024052639158921387,11,2012-06-25, A11-C,0.23582060041113267,0.2883625484850872,0.2692090429964868,0,17.44166667,59,3,328.9583333,2012,18.925437259432,14.7678525740071,13.6907419134922,59.48575425013706,66.090493136756,63.4670154930122,21.588808490430996,19.1416542892369,22.8422425934955,0.26209157444810993
AES,0.5736973153220283,0.015614607643111922,10,2012-06-25, A10-C,0.1892312511645466,0.2408297590443894,0.29981023925746453,0,17.44166667,59,3,328.9583333,2012,16.7588176913764,11.2803361804534,10.9774528298485,58.85767382278813,65.9210082743388,63.446604217991,24.383508485835478,22.7986555452078,25.5759429521605,0.215030505104468
AES,0.535389264424642,0.012256801544186617,3,2012-06-25, A3-C,0.25807574381249265,0.30607486648501625,0.3456130754809704,0,17.44166667,59,3,328.9583333,2012,16.468527476474602,14.9466843622718,12.9911532095528,61.93675629086386,60.620355343708,63.0796890878262,21.594716232661565,24.4329602940202,23.929157702621,0.28207530514875445
AES,0.47281579507721794,0.03322158679994854,4,2012-06-25, A4-C,NA,0.3627542988826119,0.3564065680977259,0,17.44166667,59,3,328.9583333,2012,14.672770180137,16.0482902258725,15.4741957687039,56.37694793751887,60.6319586276053,62.3292290364519,28.950281882344132,23.3197511465222,22.1965751948442,0.3627542988826119
AES,0.5026116867860159,0.016112530895451952,12,2012-06-25, A12-C,0.24704890620092795,0.26356919741145446,0.2809754237824734,0,17.44166667,59,3,328.9583333,2012,17.093240431138867,11.6480896423963,10.552703173328,58.333787266612795,63.9508412663666,66.8250514635646,24.572972302248303,24.4010690912371,22.6222453631073,0.25530905180619123
AES,0.5065877669387393,0.01879856924105346,5,2012-06-25, A5-C,0.3167992567170661,0.34686347513254007,0.30039591953833145,0,17.44166667,59,3,328.9583333,2012,16.239896948098203,17.8162778545966,14.8911260428653,62.309404110917605,56.3756767036222,67.1593474607257,21.450698940984267,25.8080454417812,17.949526496409,0.3318313659248031
AES,0.48681782682736713,0.031405055613752286,6,2012-06-25, A6-C,NA,0.3470290443276412,0.26682696883417123,0,17.44166667,59,3,328.9583333,2012,13.2307720961347,13.1983045778463,16.1351542440369,61.88395677312187,62.5642400679264,60.3850434535499,24.885271130743433,24.2374553542273,23.4798023024132,0.3470290443276412
AES,0.5267189343770345,0.007762059394788249,7,2012-06-25, A7-C,0.28352003520290814,0.31757478774107156,0.36707099596,0,17.44166667,59,3,328.9583333,2012,12.325174660826967,15.3133261946953,16.3294452097936,62.336371726177106,60.7100102025676,61.403833781877,25.338453612995934,23.9766636027371,22.2667210083294,0.3005474114719898
AES,0.5953017738130357,0.026883452239851294,2,2012-06-25, A2-C,0.1821091082999284,0.2644687901104728,0.2619577137689565,0,17.44166667,59,3,328.9583333,2012,13.037486059510032,19.3836758273507,11.2229213618603,61.8702846045774,55.6573409259707,62.9225674014875,25.092229335912567,24.9589832466786,25.8545112366523,0.2232889492052006
AES,0.5445650021235148,0.010539194851478728,1,2012-06-25, A1-C,0.20717264062091723,0.2365713153495428,0.3271539640924951,0,17.44166667,59,3,328.9583333,2012,13.596915430126899,14.5304209206635,15.0789597123051,57.41014089906983,54.141284529799,51.3194697798878,28.992943670803268,31.3282945495374,33.6015705078071,0.22187197798523
AES,0.5662364032533433,0.024052639158921387,11,2012-06-25, A11-C,0.23582060041113267,0.2883625484850872,0.2692090429964868,0,17.44166667,59,3,328.9583333,2012,18.925437259432,14.7678525740071,13.6907419134922,59.48575425013706,66.090493136756,63.4670154930122,21.588808490430996,19.1416542892369,22.8422425934955,0.26209157444810993
AES,0.5736973153220283,0.015614607643111922,10,2012-06-25, A10-C,0.1892312511645466,0.2408297590443894,0.29981023925746453,0,17.44166667,59,3,328.9583333,2012,16.7588176913764,11.2803361804534,10.9774528298485,58.85767382278813,65.9210082743388,63.446604217991,24.383508485835478,22.7986555452078,25.5759429521605,0.215030505104468
AES,0.5402613878250122,0.016037670533845014,3,2012-06-25, A3-C,0.25807574381249265,0.30607486648501625,0.3456130754809704,0,17.44166667,59,3,328.9583333,2012,16.468527476474602,14.9466843622718,12.9911532095528,61.93675629086386,60.620355343708,63.0796890878262,21.594716232661565,24.4329602940202,23.929157702621,0.28207530514875445
AES,0.42578601506021285,0.029755916709845807,4,2012-06-25, A4-C,NA,0.3627542988826119,0.3564065680977259,0,17.44166667,59,3,328.9583333,2012,14.672770180137,16.0482902258725,15.4741957687039,56.37694793751887,60.6319586276053,62.3292290364519,28.950281882344132,23.3197511465222,22.1965751948442,0.3627542988826119
AES,0.5026116867860159,0.016112530895451952,12,2012-06-25, A12-C,0.24704890620092795,0.26356919741145446,0.2809754237824734,0,17.44166667,59,3,328.9583333,2012,17.093240431138867,11.6480896423963,10.552703173328,58.333787266612795,63.9508412663666,66.8250514635646,24.572972302248303,24.4010690912371,22.6222453631073,0.25530905180619123
AES,0.5065877669387393,0.01879856924105346,5,2012-06-25, A5-C,0.3167992567170661,0.34686347513254007,0.30039591953833145,0,17.44166667,59,3,328.9583333,2012,16.239896948098203,17.8162778545966,14.8911260428653,62.309404110917605,56.3756767036222,67.1593474607257,21.450698940984267,25.8080454417812,17.949526496409,0.3318313659248031
AES,0.48681782682736713,0.031405055613752286,6,2012-06-25, A6-C,NA,0.3470290443276412,0.26682696883417123,0,17.44166667,59,3,328.9583333,2012,13.2307720961347,13.1983045778463,16.1351542440369,61.88395677312187,62.5642400679264,60.3850434535499,24.885271130743433,24.2374553542273,23.4798023024132,0.3470290443276412
AES,0.5267189343770345,0.007762059394788249,7,2012-06-25, A7-C,0.28352003520290814,0.31757478774107156,0.36707099596,0,17.44166667,59,3,328.9583333,2012,12.325174660826967,15.3133261946953,16.3294452097936,62.336371726177106,60.7100102025676,61.403833781877,25.338453612995934,23.9766636027371,22.2667210083294,0.3005474114719898
AES,0.2738308740986718,0.015292717471981321,11,2015-06-28, A11-C,0.11911509589402258,0.11540337915862992,0.20229245570528745,0,32.025,31,1.983333333,319.875,2015,18.925437259432,14.7678525740071,13.6907419134922,59.48575425013706,66.090493136756,63.4670154930122,21.588808490430996,19.1416542892369,22.8422425934955,0.11725923752632625
AES,0.3864428632789188,0.018317264160739682,3,2015-06-28, A3-C,0.12476269290946806,0.22821003012228994,0.2026627093619675,0,32.025,31,1.983333333,319.875,2015,16.468527476474602,14.9466843622718,12.9911532095528,61.93675629086386,60.620355343708,63.0796890878262,21.594716232661565,24.4329602940202,23.929157702621,0.176486361515879
AES,0.2594205008612739,0.0115436544625406,12,2015-06-28, A12-C,0.16969223295249225,0.17146904769888274,0.18112270882583834,0,32.025,31,1.983333333,319.875,2015,17.093240431138867,11.6480896423963,10.552703173328,58.333787266612795,63.9508412663666,66.8250514635646,24.572972302248303,24.4010690912371,22.6222453631073,0.17058064032568748
AES,0.3087562554412418,0.021324756715012085,5,2015-06-28, A5-C,0.12232509724912413,0.11322615349647408,0.15197999120347486,0,32.025,31,1.983333333,319.875,2015,16.239896948098203,17.8162778545966,14.8911260428653,62.309404110917605,56.3756767036222,67.1593474607257,21.450698940984267,25.8080454417812,17.949526496409,0.1177756253727991
AES,0.331413918071323,0.03443450161860078,7,2015-06-28, A7-C,0.2146434166256359,0.25631661238581555,0.2617697540512706,0,32.025,31,1.983333333,319.875,2015,12.325174660826967,15.3133261946953,16.3294452097936,62.336371726177106,60.7100102025676,61.403833781877,25.338453612995934,23.9766636027371,22.2667210083294,0.23548001450572573
AES,0.5457414024406009,0.02766180230769819,2,2013-06-29, A2-C,0.15988710986533614,0.22125172578123797,0.24452184314200498,0.036,23.1375,65,2.770833333,288.125,2013,13.037486059510032,19.3836758273507,11.2229213618603,61.8702846045774,55.6573409259707,62.9225674014875,25.092229335912567,24.9589832466786,25.8545112366523,0.19056941782328707
AES,0.3946305811405182,0.024979660574341797,1,2013-06-29, A1-C,0.23113808243912637,0.23970142338876854,0.31884228679274074,0.036,23.1375,65,2.770833333,288.125,2013,13.596915430126899,14.5304209206635,15.0789597123051,57.41014089906983,54.141284529799,51.3194697798878,28.992943670803268,31.3282945495374,33.6015705078071,0.23541975291394746
AES,0.5498336950937907,0.024461528837012685,11,2013-06-29, A11-C,0.2175984691670516,0.23840632482247276,0.25905122795674274,0.036,23.1375,65,2.770833333,288.125,2013,18.925437259432,14.7678525740071,13.6907419134922,59.48575425013706,66.090493136756,63.4670154930122,21.588808490430996,19.1416542892369,22.8422425934955,0.22800239699476219
AES,0.5211973422103457,0.06410141785339231,10,2013-06-29, A10-C,0.16187418929885417,0.2015197675919631,0.280197376379401,0.036,23.1375,65,2.770833333,288.125,2013,16.7588176913764,11.2803361804534,10.9774528298485,58.85767382278813,65.9210082743388,63.446604217991,24.383508485835478,22.7986555452078,25.5759429521605,0.18169697844540864
AES,0.47175759077072144,0.02381831067727559,3,2013-06-29, A3-C,0.24475211205109765,0.29755610574632396,0.31155866003761246,0.036,23.1375,65,2.770833333,288.125,2013,16.468527476474602,14.9466843622718,12.9911532095528,61.93675629086386,60.620355343708,63.0796890878262,21.594716232661565,24.4329602940202,23.929157702621,0.27115410889871083
AES,0.25477633542484707,0.030424323169033454,4,2013-06-29, A4-C,NA,0.2269045348341573,0.2346244271080707,0.036,23.1375,65,2.770833333,288.125,2013,14.672770180137,16.0482902258725,15.4741957687039,56.37694793751887,60.6319586276053,62.3292290364519,28.950281882344132,23.3197511465222,22.1965751948442,0.2269045348341573
AES,0.6647473838594224,0.015009751783869077,12,2013-06-29, A12-C,0.18395167409840663,0.2096241239248382,0.2568205999031763,0.036,23.1375,65,2.770833333,288.125,2013,17.093240431138867,11.6480896423963,10.552703173328,58.333787266612795,63.9508412663666,66.8250514635646,24.572972302248303,24.4010690912371,22.6222453631073,0.1967878990116224
AES,0.562218083275689,0.017768466111953624,5,2013-06-29, A5-C,0.154083045640198,0.27703831577226457,0.26818976137138084,0.036,23.1375,65,2.770833333,288.125,2013,16.239896948098203,17.8162778545966,14.8911260428653,62.309404110917605,56.3756767036222,67.1593474607257,21.450698940984267,25.8080454417812,17.949526496409,0.2155606807062313
AES,0.5655365056461759,0.025235054000997407,6,2013-06-29, A6-C,NA,0.2032693627467269,0.2649526730775251,0.036,23.1375,65,2.770833333,288.125,2013,13.2307720961347,13.1983045778463,16.1351542440369,61.88395677312187,62.5642400679264,60.3850434535499,24.885271130743433,24.2374553542273,23.4798023024132,0.2032693627467269
AES,0.5472328662872314,0.05274387368369667,7,2013-06-29, A7-C,0.19740393655015565,0.2264250802704238,0.34279988551015045,0.036,23.1375,65,2.770833333,288.125,2013,12.325174660826967,15.3133261946953,16.3294452097936,62.336371726177106,60.7100102025676,61.403833781877,25.338453612995934,23.9766636027371,22.2667210083294,0.21191450841028972
AES,0.4410454332828522,0.040434384603917406,2,2014-06-04, A2-C,0.1805943676609826,0.26668276743843156,0.2458285335431753,0,17.93333333,48.95833333,3.416666667,344.5,2014,13.037486059510032,19.3836758273507,11.2229213618603,61.8702846045774,55.6573409259707,62.9225674014875,25.092229335912567,24.9589832466786,25.8545112366523,0.22363856754970707
AES,0.3576814466052585,0.014585856068226473,1,2014-06-04, A1-C,0.18716200343723222,0.2474724638162925,0.32162568620450227,0,17.93333333,48.95833333,3.416666667,344.5,2014,13.596915430126899,14.5304209206635,15.0789597123051,57.41014089906983,54.141284529799,51.3194697798878,28.992943670803268,31.3282945495374,33.6015705078071,0.21731723362676236
AES,0.3257017400529649,0.009539517679368453,11,2014-06-04, A11-C,0.2809087735290579,0.32643881344176545,0.2823323811321581,0,17.93333333,48.95833333,3.416666667,344.5,2014,18.925437259432,14.7678525740071,13.6907419134922,59.48575425013706,66.090493136756,63.4670154930122,21.588808490430996,19.1416542892369,22.8422425934955,0.3036737934854117
AES,0.33902539478407967,0.023549763336327714,10,2014-06-04, A10-C,0.26019975169856274,0.2739038233942655,0.3025284121384247,0,17.93333333,48.95833333,3.416666667,344.5,2014,16.7588176913764,11.2803361804534,10.9774528298485,58.85767382278813,65.9210082743388,63.446604217991,24.383508485835478,22.7986555452078,25.5759429521605,0.2670517875464141
AES,0.4348328676488664,0.0331403707682631,3,2014-06-04, A3-C,0.1919656691239196,0.29582594980831317,0.3244716811902397,0,17.93333333,48.95833333,3.416666667,344.5,2014,16.468527476474602,14.9466843622718,12.9911532095528,61.93675629086386,60.620355343708,63.0796890878262,21.594716232661565,24.4329602940202,23.929157702621,0.2438958094661164
AES,0.2975471185313331,0.03678695140273236,4,2014-06-04, A4-C,NA,0.30570485178922613,0.3070214409338173,0,17.93333333,48.95833333,3.416666667,344.5,2014,14.672770180137,16.0482902258725,15.4741957687039,56.37694793751887,60.6319586276053,62.3292290364519,28.950281882344132,23.3197511465222,22.1965751948442,0.30570485178922613
AES,0.4407570991251204,0.018916825292636406,12,2014-06-04, A12-C,0.23041878246301395,0.26263251927027476,0.27898236179753266,0,17.93333333,48.95833333,3.416666667,344.5,2014,17.093240431138867,11.6480896423963,10.552703173328,58.333787266612795,63.9508412663666,66.8250514635646,24.572972302248303,24.4010690912371,22.6222453631073,0.24652565086664435
AES,0.42995305193795097,0.023721584686879533,5,2014-06-04, A5-C,0.14260694784878322,0.28210046400592875,0.2748681096304758,0,17.93333333,48.95833333,3.416666667,344.5,2014,16.239896948098203,17.8162778545966,14.8911260428653,62.309404110917605,56.3756767036222,67.1593474607257,21.450698940984267,25.8080454417812,17.949526496409,0.21235370592735597
AES,0.42829101615481907,0.023138988660603578,6,2014-06-04, A6-C,NA,0.27446354284983376,0.2723982675622285,0,17.93333333,48.95833333,3.416666667,344.5,2014,13.2307720961347,13.1983045778463,16.1351542440369,61.88395677312187,62.5642400679264,60.3850434535499,24.885271130743433,24.2374553542273,23.4798023024132,0.27446354284983376
AES,0.34588663114441764,0.029690533316292306,7,2014-06-04, A7-C,0.2850400743453544,0.3228411826680619,0.3766776361309803,0,17.93333333,48.95833333,3.416666667,344.5,2014,12.325174660826967,15.3133261946953,16.3294452097936,62.336371726177106,60.7100102025676,61.403833781877,25.338453612995934,23.9766636027371,22.2667210083294,0.3039406285067081
AES,0.5661789112620883,0.01653347222146546,11,2015-06-05, A11-C,0.22876307836920307,0.1995629213151761,0.26802406493743075,0,19.825,60,2.020833333,350.5416667,2015,18.925437259432,14.7678525740071,13.6907419134922,59.48575425013706,66.090493136756,63.4670154930122,21.588808490430996,19.1416542892369,22.8422425934955,0.2141629998421896
AES,0.5773908297220866,0.018840834282445998,10,2015-06-05, A10-C,0.1690197284677627,0.23124411722970223,0.2886523426604787,0,19.825,60,2.020833333,350.5416667,2015,16.7588176913764,11.2803361804534,10.9774528298485,58.85767382278813,65.9210082743388,63.446604217991,24.383508485835478,22.7986555452078,25.5759429521605,0.20013192284873246
AES,0.6284957594341702,0.01999778367724972,3,2015-06-05, A3-C,0.17074673734250856,0.2707791400733258,0.2508054495482659,0,19.825,60,2.020833333,350.5416667,2015,16.468527476474602,14.9466843622718,12.9911532095528,61.93675629086386,60.620355343708,63.0796890878262,21.594716232661565,24.4329602940202,23.929157702621,0.2207629387079172
AES,0.40034059352344936,0.06090823714697238,4,2015-06-05, A4-C,NA,0.09740953072651526,0.1884922777748354,0,19.825,60,2.020833333,350.5416667,2015,14.672770180137,16.0482902258725,15.4741957687039,56.37694793751887,60.6319586276053,62.3292290364519,28.950281882344132,23.3197511465222,22.1965751948442,0.09740953072651526
AES,0.5664625962575277,0.01168678181446427,12,2015-06-05, A12-C,0.2505549289862748,0.21594998308245175,0.2404836166218263,0,19.825,60,2.020833333,350.5416667,2015,17.093240431138867,11.6480896423963,10.552703173328,58.333787266612795,63.9508412663666,66.8250514635646,24.572972302248303,24.4010690912371,22.6222453631073,0.2332524560343633
AES,0.603002303176456,0.014633294325809752,5,2015-06-05, A5-C,0.19856679777184175,0.21318698787642026,0.22395584317395778,0,19.825,60,2.020833333,350.5416667,2015,16.239896948098203,17.8162778545966,14.8911260428653,62.309404110917605,56.3756767036222,67.1593474607257,21.450698940984267,25.8080454417812,17.949526496409,0.20587689282413102
AES,0.524587502082189,0.020525794340595788,7,2015-06-05, A7-C,0.2954483570627956,0.3107134246777376,0.323111517323405,0,19.825,60,2.020833333,350.5416667,2015,12.325174660826967,15.3133261946953,16.3294452097936,62.336371726177106,60.7100102025676,61.403833781877,25.338453612995934,23.9766636027371,22.2667210083294,0.3030808908702666
AES,0.5661789112620883,0.01653347222146546,11,2015-06-05, A11-C,0.22876307836920307,0.1995629213151761,0.26802406493743075,0,19.825,60,2.020833333,350.5416667,2015,18.925437259432,14.7678525740071,13.6907419134922,59.48575425013706,66.090493136756,63.4670154930122,21.588808490430996,19.1416542892369,22.8422425934955,0.2141629998421896
AES,0.5773908297220866,0.018840834282445998,10,2015-06-05, A10-C,0.1690197284677627,0.23124411722970223,0.2886523426604787,0,19.825,60,2.020833333,350.5416667,2015,16.7588176913764,11.2803361804534,10.9774528298485,58.85767382278813,65.9210082743388,63.446604217991,24.383508485835478,22.7986555452078,25.5759429521605,0.20013192284873246
AES,0.6300622688399421,0.017351208042622523,3,2015-06-05, A3-C,0.17074673734250856,0.2707791400733258,0.2508054495482659,0,19.825,60,2.020833333,350.5416667,2015,16.468527476474602,14.9466843622718,12.9911532095528,61.93675629086386,60.620355343708,63.0796890878262,21.594716232661565,24.4329602940202,23.929157702621,0.2207629387079172
