field,average_adjacent,stdev_adjacent,sensor,date,sensor_full_name,depth_1,depth_2,depth_3,depth_4,depth_5,precip.cm,tair.C,rh.pct,wind_sp.m_per_s,irradiance.w_per_m.2,year,sand_1,sand_2,sand_3,sand_4,sand_5,silt_1,silt_2,silt_3,silt_4,silt_5,clay_1,clay_2,clay_3,clay_4,clay_5
AES,0.22720575001504686,0.010812809286552047,6,2014-05-14, A6-C,NA,0.30144558432283536,0.28007075032154755,0.3080842070542332,0.27925795891085525,0,17.91666667,45.95833333,1.420833333,320.5833333,2014,13.2307720961347,13.1983045778463,16.1351542440369,21.7686287459196,12.8665788653522,61.88395677312187,62.5642400679264,60.3850434535499,55.693048241209,66.3201530825979,24.885271130743433,24.2374553542273,23.4798023024132,22.5383230128714,20.8132680520499
AES,0.19085735910468632,0.011940510394229983,7,2014-05-14, A7-C,0.3119464677958642,0.3415551030331957,0.38363918319190365,NA,0.37112423973422265,0,17.91666667,45.95833333,1.420833333,320.5833333,2014,12.325174660826967,15.3133261946953,16.3294452097936,14.7522111274577,10.8720819725952,62.336371726177106,60.7100102025676,61.403833781877,63.7862014517101,59.0949147270746,25.338453612995934,23.9766636027371,22.2667210083294,21.4615874208322,30.0330033003303
AES,0.4830491542816162,0.021820859121738333,2,2013-06-15, A2-C,0.1645316310949889,0.2510552137631127,0.26641074672396464,0.3258662953709985,0.3583663662215707,0,18.9,44.04166667,2.870833333,358.1666667,2013,13.037486059510032,19.3836758273507,11.2229213618603,13.9765805450235,18.7943014479436,61.8702846045774,55.6573409259707,62.9225674014875,61.1467017992025,60.2283282893348,25.092229335912567,24.9589832466786,25.8545112366523,24.876717655774,20.9773702627216
AES,0.36046261919869316,0.01685304810763011,1,2013-06-15, A1-C,0.23393601825731125,0.2665941446704899,0.3358948221475453,NA,NA,0,18.9,44.04166667,2.870833333,358.1666667,2013,13.596915430126899,14.5304209206635,15.0789597123051,16.1204482281178,14.83192113492,57.41014089906983,54.141284529799,51.3194697798878,55.243801638482,63.0400032037282,28.992943670803268,31.3282945495374,33.6015705078071,28.6357501334002,22.1280756613518
AES,0.4386904968155755,0.012111933573416753,11,2013-06-15, A11-C,0.2636118835057372,0.30601901619932664,0.29807690129335884,NA,NA,0,18.9,44.04166667,2.870833333,358.1666667,2013,18.925437259432,14.7678525740071,13.6907419134922,12.3809556494372,10.9934483489637,59.48575425013706,66.090493136756,63.4670154930122,58.4454137681345,59.2912641287853,21.588808490430996,19.1416542892369,22.8422425934955,29.1736305824283,29.7152875222511
AES,0.4655162923865848,0.04119302850984709,10,2013-06-15, A10-C,0.14994567963514271,0.21682802448576566,0.29981023925746453,0.33067444755214664,NA,0,18.9,44.04166667,2.870833333,358.1666667,2013,16.7588176913764,11.2803361804534,10.9774528298485,12.670984413046,10.0567536128885,58.85767382278813,65.9210082743388,63.446604217991,64.07049742426,67.7489968388283,24.383508485835478,22.7986555452078,25.5759429521605,23.258518162694,22.1942495482832
AES,0.4045727584097121,0.011380505803087545,3,2013-06-15, A3-C,0.24743541647449885,0.2979928098210968,0.32330808219765617,NA,0.40209459946660014,0,18.9,44.04166667,2.870833333,358.1666667,2013,16.468527476474602,14.9466843622718,12.9911532095528,13.0883418412077,15.4234231823065,61.93675629086386,60.620355343708,63.0796890878262,64.9421541739316,65.571796098478,21.594716232661565,24.4329602940202,23.929157702621,21.9695039848607,19.0047807192155
AES,0.2748814390765296,0.021797407124085167,4,2013-06-15, A4-C,NA,0.27124298842354577,0.3024077986394353,NA,NA,0,18.9,44.04166667,2.870833333,358.1666667,2013,14.672770180137,16.0482902258725,15.4741957687039,16.4302205853931,14.4481347708711,56.37694793751887,60.6319586276053,62.3292290364519,63.9581671416676,64.3986363436715,28.950281882344132,23.3197511465222,22.1965751948442,19.6116122729393,21.1532288854574
AES,0.3085576792558034,0.03236672758748318,9,2013-06-15,NA,NA,NA,NA,NA,NA,0,18.9,44.04166667,2.870833333,358.1666667,2013,20.428581946299435,14.485072011482,13.0869343457716,15.5350587031796,12.7087579092021,53.65697047132003,58.5771265499567,61.5772282478342,57.1720849471511,58.0369501916227,25.9144475823805,26.9378014385613,25.3358374063941,27.2928563496693,29.2542918991752
AES,0.5656551784939237,0.016233978433154456,12,2013-06-15, A12-C,0.23144320534584903,0.25151349944734525,0.28267439223160223,NA,NA,0,18.9,44.04166667,2.870833333,358.1666667,2013,17.093240431138867,11.6480896423963,10.552703173328,8.87566545464404,10.7080421046978,58.333787266612795,63.9508412663666,66.8250514635646,66.4522753381075,64.3583127250278,24.572972302248303,24.4010690912371,22.6222453631073,24.6720592072484,24.9336451702744
AES,0.32367636097802055,0.016469545125489697,8,2013-06-15,NA,NA,NA,NA,NA,NA,0,18.9,44.04166667,2.870833333,358.1666667,2013,18.480445602355132,14.7419566736063,16.2580489940218,16.5691506682161,16.0404202664253,60.47309774216097,64.0546636869484,60.5491527462658,58.8523618066334,60.3764000013723,21.0464566554839,21.2033796394452,23.1927982597124,24.5784875251505,23.5831797322025
AES,0.4486591054333581,0.011650707820297104,5,2013-06-15, A5-C,0.14836565631702772,0.2882323826848472,0.27849006773982055,NA,0.30710158315663205,0,18.9,44.04166667,2.870833333,358.1666667,2013,16.239896948098203,17.8162778545966,14.8911260428653,19.6957651991623,22.4016514102977,62.309404110917605,56.3756767036222,67.1593474607257,63.2620545073361,63.2815011590335,21.450698940984267,25.8080454417812,17.949526496409,17.0421802935016,14.3168474306688
AES,0.4934256606631809,0.008864087046128663,6,2013-06-15, A6-C,NA,0.23503479456970805,0.27497253772742153,0.3003630052184462,0.2749871333697632,0,18.9,44.04166667,2.870833333,358.1666667,2013,13.2307720961347,13.1983045778463,16.1351542440369,21.7686287459196,12.8665788653522,61.88395677312187,62.5642400679264,60.3850434535499,55.693048241209,66.3201530825979,24.885271130743433,24.2374553542273,23.4798023024132,22.5383230128714,20.8132680520499
AES,0.37477636999554104,0.036154324221294803,7,2013-06-15, A7-C,0.21478149645087702,0.2619408288937826,0.3760418981139552,NA,0.37880900797020944,0,18.9,44.04166667,2.870833333,358.1666667,2013,12.325174660826967,15.3133261946953,16.3294452097936,14.7522111274577,10.8720819725952,62.336371726177106,60.7100102025676,61.403833781877,63.7862014517101,59.0949147270746,25.338453612995934,23.9766636027371,22.2667210083294,21.4615874208322,30.0330033003303
AES,0.52636961473359,0.03741481631813489,2,2014-06-19, A2-C,0.1266959560447625,0.18314247669108913,0.21316313342368287,0.30255500276472985,0.29505581483867505,0,18.22916667,54.04166667,2.791666667,331.0833333,2014,13.037486059510032,19.3836758273507,11.2229213618603,13.9765805450235,18.7943014479436,61.8702846045774,55.6573409259707,62.9225674014875,61.1467017992025,60.2283282893348,25.092229335912567,24.9589832466786,25.8545112366523,24.876717655774,20.9773702627216
AES,0.41733888122770524,0.020512320815432087,1,2014-06-19, A1-C,0.14049080560374227,0.16902698762460378,0.2658894517394812,NA,NA,0,18.22916667,54.04166667,2.791666667,331.0833333,2014,13.596915430126899,14.5304209206635,15.0789597123051,16.1204482281178,14.83192113492,57.41014089906983,54.141284529799,51.3194697798878,55.243801638482,63.0400032037282,28.992943670803268,31.3282945495374,33.6015705078071,28.6357501334002,22.1280756613518
AES,0.42714642153845894,0.014822934367026874,11,2014-06-19, A11-C,0.192448543545789,0.19559197315481774,0.27418654431205736,NA,NA,0,18.22916667,54.04166667,2.791666667,331.0833333,2014,18.925437259432,14.7678525740071,13.6907419134922,12.3809556494372,10.9934483489637,59.48575425013706,66.090493136756,63.4670154930122,58.4454137681345,59.2912641287853,21.588808490430996,19.1416542892369,22.8422425934955,29.1736305824283,29.7152875222511
AES,0.42340618040826583,0.03890185694071857,10,2014-06-19, A10-C,0.17758712511463326,0.19815175895704917,0.2924177014950109,0.3218844921431293,NA,0,18.22916667,54.04166667,2.791666667,331.0833333,2014,16.7588176913764,11.2803361804534,10.9774528298485,12.670984413046,10.0567536128885,58.85767382278813,65.9210082743388,63.446604217991,64.07049742426,67.7489968388283,24.383508485835478,22.7986555452078,25.5759429521605,23.258518162694,22.1942495482832
AES,0.4956155452463362,0.036292268147399144,3,2014-06-19, A3-C,0.15831229494862498,0.2873929123932156,0.3073942785875762,NA,0.3983988036578273,0,18.22916667,54.04166667,2.791666667,331.0833333,2014,16.468527476474602,14.9466843622718,12.9911532095528,13.0883418412077,15.4234231823065,61.93675629086386,60.620355343708,63.0796890878262,64.9421541739316,65.571796098478,21.594716232661565,24.4329602940202,23.929157702621,21.9695039848607,19.0047807192155
AES,0.2892226063542896,0.0415053898468763,4,2014-06-19, A4-C,NA,0.2243261852858066,0.2828066900937007,NA,NA,0,18.22916667,54.04166667,2.791666667,331.0833333,2014,14.672770180137,16.0482902258725,15.4741957687039,16.4302205853931,14.4481347708711,56.37694793751887,60.6319586276053,62.3292290364519,63.9581671416676,64.3986363436715,28.950281882344132,23.3197511465222,22.1965751948442,19.6116122729393,21.1532288854574
AES,0.36381152272224426,0.03416765191707952,9,2014-06-19,NA,NA,NA,NA,NA,NA,0,18.22916667,54.04166667,2.791666667,331.0833333,2014,20.428581946299435,14.485072011482,13.0869343457716,15.5350587031796,12.7087579092021,53.65697047132003,58.5771265499567,61.5772282478342,57.1720849471511,58.0369501916227,25.9144475823805,26.9378014385613,25.3358374063941,27.2928563496693,29.2542918991752
AES,0.5126080281204648,0.01777429549502271,12,2014-06-19, A12-C,0.18902413743664853,0.1799081187699822,0.25743124206320495,NA,NA,0,18.22916667,54.04166667,2.791666667,331.0833333,2014,17.093240431138867,11.6480896423963,10.552703173328,8.87566545464404,10.7080421046978,58.333787266612795,63.9508412663666,66.8250514635646,66.4522753381075,64.3583127250278,24.572972302248303,24.4010690912371,22.6222453631073,24.6720592072484,24.9336451702744
AES,0.2847067581282722,0.019532812240940077,8,2014-06-19,NA,NA,NA,NA,NA,NA,0,18.22916667,54.04166667,2.791666667,331.0833333,2014,18.480445602355132,14.7419566736063,16.2580489940218,16.5691506682161,16.0404202664253,60.47309774216097,64.0546636869484,60.5491527462658,58.8523618066334,60.3764000013723,21.0464566554839,21.2033796394452,23.1927982597124,24.5784875251505,23.5831797322025
AES,0.5160680943065219,0.02053896655278456,5,2014-06-19, A5-C,0.18962240471222377,0.22782249773680963,0.25551379209356906,NA,0.27039273854078294,0,18.22916667,54.04166667,2.791666667,331.0833333,2014,16.239896948098203,17.8162778545966,14.8911260428653,19.6957651991623,22.4016514102977,62.309404110917605,56.3756767036222,67.1593474607257,63.2620545073361,63.2815011590335,21.450698940984267,25.8080454417812,17.949526496409,17.0421802935016,14.3168474306688
AES,0.512256039513482,0.0325077687609008,6,2014-06-19, A6-C,NA,0.18300559841495495,0.2480891077605621,0.28965962700737063,0.26689671202885024,0,18.22916667,54.04166667,2.791666667,331.0833333,2014,13.2307720961347,13.1983045778463,16.1351542440369,21.7686287459196,12.8665788653522,61.88395677312187,62.5642400679264,60.3850434535499,55.693048241209,66.3201530825979,24.885271130743433,24.2374553542273,23.4798023024132,22.5383230128714,20.8132680520499
AES,0.423638039165073,0.023317112318629374,7,2014-06-19, A7-C,0.23987015181089794,0.24087418771299995,0.3428004322797434,NA,0.36360543349718044,0,18.22916667,54.04166667,2.791666667,331.0833333,2014,12.325174660826967,15.3133261946953,16.3294452097936,14.7522111274577,10.8720819725952,62.336371726177106,60.7100102025676,61.403833781877,63.7862014517101,59.0949147270746,25.338453612995934,23.9766636027371,22.2667210083294,21.4615874208322,30.0330033003303
AES,0.3299175633324517,0.0292394589144677,2,2015-06-19, A2-C,NA,NA,NA,NA,NA,0.051,18.05416667,45.95833333,4.3,346.5,2015,13.037486059510032,19.3836758273507,11.2229213618603,13.9765805450235,18.7943014479436,61.8702846045774,55.6573409259707,62.9225674014875,61.1467017992025,60.2283282893348,25.092229335912567,24.9589832466786,25.8545112366523,24.876717655774,20.9773702627216
AES,0.2861226664649116,0.011420688354998194,1,2015-06-19, A1-C,NA,NA,NA,NA,NA,0.051,18.05416667,45.95833333,4.3,346.5,2015,13.596915430126899,14.5304209206635,15.0789597123051,16.1204482281178,14.83192113492,57.41014089906983,54.141284529799,51.3194697798878,55.243801638482,63.0400032037282,28.992943670803268,31.3282945495374,33.6015705078071,28.6357501334002,22.1280756613518
AES,0.4929599165916443,0.014711250030775159,11,2015-06-19, A11-C,0.13252857479465985,0.1354243523717545,0.21846484582818354,NA,NA,0.051,18.05416667,45.95833333,4.3,346.5,2015,18.925437259432,14.7678525740071,13.6907419134922,12.3809556494372,10.9934483489637,59.48575425013706,66.090493136756,63.4670154930122,58.4454137681345,59.2912641287853,21.588808490430996,19.1416542892369,22.8422425934955,29.1736305824283,29.7152875222511
AES,0.4198983907699585,0.04767882682574623,10,2015-06-19, A10-C,0.12745539502842662,0.19046504566873787,0.2687851137651015,0.2620630335100515,NA,0.051,18.05416667,45.95833333,4.3,346.5,2015,16.7588176913764,11.2803361804534,10.9774528298485,12.670984413046,10.0567536128885,58.85767382278813,65.9210082743388,63.446604217991,64.07049742426,67.7489968388283,24.383508485835478,22.7986555452078,25.5759429521605,23.258518162694,22.1942495482832
AES,0.5484045876397027,0.010715737041543775,3,2015-06-19, A3-C,0.14643773468058796,0.24553917676148335,0.2243816734297408,NA,NA,0.051,18.05416667,45.95833333,4.3,346.5,2015,16.468527476474602,14.9466843622718,12.9911532095528,13.0883418412077,15.4234231823065,61.93675629086386,60.620355343708,63.0796890878262,64.9421541739316,65.571796098478,21.594716232661565,24.4329602940202,23.929157702621,21.9695039848607,19.0047807192155
AES,0.26281459463967216,0.021833955576831997,4,2015-06-19, A4-C,NA,0.08831755228766835,0.164871875826672,NA,NA,0.051,18.05416667,45.95833333,4.3,346.5,2015,14.672770180137,16.0482902258725,15.4741957687039,16.4302205853931,14.4481347708711,56.37694793751887,60.6319586276053,62.3292290364519,63.9581671416676,64.3986363436715,28.950281882344132,23.3197511465222,22.1965751948442,19.6116122729393,21.1532288854574
AES,0.45285183522436356,0.012976211028245553,9,2015-06-19,NA,NA,NA,NA,NA,NA,0.051,18.05416667,45.95833333,4.3,346.5,2015,20.428581946299435,14.485072011482,13.0869343457716,15.5350587031796,12.7087579092021,53.65697047132003,58.5771265499567,61.5772282478342,57.1720849471511,58.0369501916227,25.9144475823805,26.9378014385613,25.3358374063941,27.2928563496693,29.2542918991752
AES,0.47635800970925224,0.01360387189827191,12,2015-06-19, A12-C,0.19036729293291363,0.1803714813204421,0.1997234739807191,NA,NA,0.051,18.05416667,45.95833333,4.3,346.5,2015,17.093240431138867,11.6480896423963,10.552703173328,8.87566545464404,10.7080421046978,58.333787266612795,63.9508412663666,66.8250514635646,66.4522753381075,64.3583127250278,24.572972302248303,24.4010690912371,22.6222453631073,24.6720592072484,24.9336451702744
AES,0.24739974074893528,0.036972134410969346,8,2015-06-19,NA,NA,NA,NA,NA,NA,0.051,18.05416667,45.95833333,4.3,346.5,2015,18.480445602355132,14.7419566736063,16.2580489940218,16.5691506682161,16.0404202664253,60.47309774216097,64.0546636869484,60.5491527462658,58.8523618066334,60.3764000013723,21.0464566554839,21.2033796394452,23.1927982597124,24.5784875251505,23.5831797322025
AES,0.5012980136606429,0.014522984960098644,5,2015-06-19, A5-C,0.12515506910877142,0.12093595083352288,0.18606319204188437,NA,NA,0.051,18.05416667,45.95833333,4.3,346.5,2015,16.239896948098203,17.8162778545966,14.8911260428653,19.6957651991623,22.4016514102977,62.309404110917605,56.3756767036222,67.1593474607257,63.2620545073361,63.2815011590335,21.450698940984267,25.8080454417812,17.949526496409,17.0421802935016,14.3168474306688
AES,0.4529274602731069,0.04675293879320572,6,2015-06-19, A6-C,NA,0.15258728632561266,NA,NA,NA,0.051,18.05416667,45.95833333,4.3,346.5,2015,13.2307720961347,13.1983045778463,16.1351542440369,21.7686287459196,12.8665788653522,61.88395677312187,62.5642400679264,60.3850434535499,55.693048241209,66.3201530825979,24.885271130743433,24.2374553542273,23.4798023024132,22.5383230128714,20.8132680520499
AES,0.49456893073187935,0.015273268397274189,7,2015-06-19, A7-C,0.24583854066539312,0.2777881915616976,0.2909096273858162,NA,NA,0.051,18.05416667,45.95833333,4.3,346.5,2015,12.325174660826967,15.3133261946953,16.3294452097936,14.7522111274577,10.8720819725952,62.336371726177106,60.7100102025676,61.403833781877,63.7862014517101,59.0949147270746,25.338453612995934,23.9766636027371,22.2667210083294,21.4615874208322,30.0330033003303
AES,0.5866358743773566,0.02336089161955435,2,2012-06-25, A2-C,0.1821091082999284,0.2644687901104728,0.2619577137689565,0.3038590017489133,0.3583663662215707,0,17.44166667,59,3,328.9583333,2012,13.037486059510032,19.3836758273507,11.2229213618603,13.9765805450235,18.7943014479436,61.8702846045774,55.6573409259707,62.9225674014875,61.1467017992025,60.2283282893348,25.092229335912567,24.9589832466786,25.8545112366523,24.876717655774,20.9773702627216
AES,0.5445650021235148,0.010539194851478728,1,2012-06-25, A1-C,0.20717264062091723,0.2365713153495428,0.3271539640924951,NA,NA,0,17.44166667,59,3,328.9583333,2012,13.596915430126899,14.5304209206635,15.0789597123051,16.1204482281178,14.83192113492,57.41014089906983,54.141284529799,51.3194697798878,55.243801638482,63.0400032037282,28.992943670803268,31.3282945495374,33.6015705078071,28.6357501334002,22.1280756613518
AES,0.5662364032533433,0.024052639158921387,11,2012-06-25, A11-C,0.23582060041113267,0.2883625484850872,0.2692090429964868,NA,NA,0,17.44166667,59,3,328.9583333,2012,18.925437259432,14.7678525740071,13.6907419134922,12.3809556494372,10.9934483489637,59.48575425013706,66.090493136756,63.4670154930122,58.4454137681345,59.2912641287853,21.588808490430996,19.1416542892369,22.8422425934955,29.1736305824283,29.7152875222511
AES,0.5736973153220283,0.015614607643111922,10,2012-06-25, A10-C,0.1892312511645466,0.2408297590443894,0.29981023925746453,0.33067444755214664,NA,0,17.44166667,59,3,328.9583333,2012,16.7588176913764,11.2803361804534,10.9774528298485,12.670984413046,10.0567536128885,58.85767382278813,65.9210082743388,63.446604217991,64.07049742426,67.7489968388283,24.383508485835478,22.7986555452078,25.5759429521605,23.258518162694,22.1942495482832
AES,0.535389264424642,0.012256801544186617,3,2012-06-25, A3-C,0.25807574381249265,0.30607486648501625,0.3456130754809704,NA,0.4165357644074974,0,17.44166667,59,3,328.9583333,2012,16.468527476474602,14.9466843622718,12.9911532095528,13.0883418412077,15.4234231823065,61.93675629086386,60.620355343708,63.0796890878262,64.9421541739316,65.571796098478,21.594716232661565,24.4329602940202,23.929157702621,21.9695039848607,19.0047807192155
AES,0.47281579507721794,0.03322158679994854,4,2012-06-25, A4-C,NA,0.3627542988826119,0.3564065680977259,NA,NA,0,17.44166667,59,3,328.9583333,2012,14.672770180137,16.0482902258725,15.4741957687039,16.4302205853931,14.4481347708711,56.37694793751887,60.6319586276053,62.3292290364519,63.9581671416676,64.3986363436715,28.950281882344132,23.3197511465222,22.1965751948442,19.6116122729393,21.1532288854574
AES,0.5707438389460245,0.015134623507514603,9,2012-06-25,NA,NA,NA,NA,NA,NA,0,17.44166667,59,3,328.9583333,2012,20.428581946299435,14.485072011482,13.0869343457716,15.5350587031796,12.7087579092021,53.65697047132003,58.5771265499567,61.5772282478342,57.1720849471511,58.0369501916227,25.9144475823805,26.9378014385613,25.3358374063941,27.2928563496693,29.2542918991752
AES,0.5026116867860159,0.016112530895451952,12,2012-06-25, A12-C,0.24704890620092795,0.26356919741145446,0.2809754237824734,NA,NA,0,17.44166667,59,3,328.9583333,2012,17.093240431138867,11.6480896423963,10.552703173328,8.87566545464404,10.7080421046978,58.333787266612795,63.9508412663666,66.8250514635646,66.4522753381075,64.3583127250278,24.572972302248303,24.4010690912371,22.6222453631073,24.6720592072484,24.9336451702744
AES,0.4342923429277208,0.02164083076860593,8,2012-06-25,NA,NA,NA,NA,NA,NA,0,17.44166667,59,3,328.9583333,2012,18.480445602355132,14.7419566736063,16.2580489940218,16.5691506682161,16.0404202664253,60.47309774216097,64.0546636869484,60.5491527462658,58.8523618066334,60.3764000013723,21.0464566554839,21.2033796394452,23.1927982597124,24.5784875251505,23.5831797322025
AES,0.5065877669387393,0.01879856924105346,5,2012-06-25, A5-C,0.3167992567170661,0.34686347513254007,0.30039591953833145,NA,0.3425741869650104,0,17.44166667,59,3,328.9583333,2012,16.239896948098203,17.8162778545966,14.8911260428653,19.6957651991623,22.4016514102977,62.309404110917605,56.3756767036222,67.1593474607257,63.2620545073361,63.2815011590335,21.450698940984267,25.8080454417812,17.949526496409,17.0421802935016,14.3168474306688
AES,0.48681782682736713,0.031405055613752286,6,2012-06-25, A6-C,NA,0.3470290443276412,0.26682696883417123,0.32241378821897065,0.28875386192740526,0,17.44166667,59,3,328.9583333,2012,13.2307720961347,13.1983045778463,16.1351542440369,21.7686287459196,12.8665788653522,61.88395677312187,62.5642400679264,60.3850434535499,55.693048241209,66.3201530825979,24.885271130743433,24.2374553542273,23.4798023024132,22.5383230128714,20.8132680520499
AES,0.5267189343770345,0.007762059394788249,7,2012-06-25, A7-C,0.28352003520290814,0.31757478774107156,0.36707099596,NA,0.37880900797020944,0,17.44166667,59,3,328.9583333,2012,12.325174660826967,15.3133261946953,16.3294452097936,14.7522111274577,10.8720819725952,62.336371726177106,60.7100102025676,61.403833781877,63.7862014517101,59.0949147270746,25.338453612995934,23.9766636027371,22.2667210083294,21.4615874208322,30.0330033003303
AES,0.5953017738130357,0.026883452239851294,2,2012-06-25, A2-C,0.1821091082999284,0.2644687901104728,0.2619577137689565,0.3038590017489133,0.3583663662215707,0,17.44166667,59,3,328.9583333,2012,13.037486059510032,19.3836758273507,11.2229213618603,13.9765805450235,18.7943014479436,61.8702846045774,55.6573409259707,62.9225674014875,61.1467017992025,60.2283282893348,25.092229335912567,24.9589832466786,25.8545112366523,24.876717655774,20.9773702627216
AES,0.5445650021235148,0.010539194851478728,1,2012-06-25, A1-C,0.20717264062091723,0.2365713153495428,0.3271539640924951,NA,NA,0,17.44166667,59,3,328.9583333,2012,13.596915430126899,14.5304209206635,15.0789597123051,16.1204482281178,14.83192113492,57.41014089906983,54.141284529799,51.3194697798878,55.243801638482,63.0400032037282,28.992943670803268,31.3282945495374,33.6015705078071,28.6357501334002,22.1280756613518
AES,0.5662364032533433,0.024052639158921387,11,2012-06-25, A11-C,0.23582060041113267,0.2883625484850872,0.2692090429964868,NA,NA,0,17.44166667,59,3,328.9583333,2012,18.925437259432,14.7678525740071,13.6907419134922,12.3809556494372,10.9934483489637,59.48575425013706,66.090493136756,63.4670154930122,58.4454137681345,59.2912641287853,21.588808490430996,19.1416542892369,22.8422425934955,29.1736305824283,29.7152875222511
AES,0.5736973153220283,0.015614607643111922,10,2012-06-25, A10-C,0.1892312511645466,0.2408297590443894,0.29981023925746453,0.33067444755214664,NA,0,17.44166667,59,3,328.9583333,2012,16.7588176913764,11.2803361804534,10.9774528298485,12.670984413046,10.0567536128885,58.85767382278813,65.9210082743388,63.446604217991,64.07049742426,67.7489968388283,24.383508485835478,22.7986555452078,25.5759429521605,23.258518162694,22.1942495482832
