field,average_adjacent,stdev_adjacent,sensor,date,sensor_full_name,depth_1,depth_2,depth_3,precip.cm,tair.C,rh.pct,wind_sp.m_per_s,irradiance.w_per_m.2,year,sand_1,sand_2,sand_3,silt_1,silt_2,silt_3,clay_1,clay_2,clay_3,l3_depth_1,l3_depth_2,l3_depth_3,l5_depth_1,l5_depth_2,l5_depth_3,l7_depth_1,l7_depth_2,l7_depth_3,avg_soilM,avg_soilM_l3,avg_soilM_l5,avg_soilM_l7,avg_clay,avg_sand
AES,0.42340618040826583,0.03890185694071857,10,2014-06-19, A10-C,0.17758712511463326,0.19815175895704917,0.2924177014950109,0,18.22916667,54.04166667,2.791666667,331.0833333,2014,16.7588176913764,11.2803361804534,10.9774528298485,58.85767382278813,65.9210082743388,63.446604217991,24.383508485835478,22.7986555452078,25.5759429521605,0.18439361511843438,0.20151936608827448,0.2933532018693199,0.19788303906134092,0.20554163839012746,0.2952143202673834,0.21026242082741237,0.2135249110612465,0.2972924182048813,0.18786944203584122,0.22642206102534293,0.23287966590628392,0.2403599166978467,24.252702327734593,13.0055355672261
AES,0.4956155452463362,0.036292268147399144,3,2014-06-19, A3-C,0.15831229494862498,0.2873929123932156,0.3073942785875762,0,18.22916667,54.04166667,2.791666667,331.0833333,2014,16.468527476474602,14.9466843622718,12.9911532095528,61.93675629086386,60.620355343708,63.0796890878262,21.594716232661565,24.4329602940202,23.929157702621,0.15980284158948554,0.28861053472631504,0.31037091539639355,0.1635182523225598,0.2895209057236465,0.3121503892999386,0.16869357504946836,0.29073097364380707,0.3151054242491426,0.2228526036709203,0.25292809723739806,0.25506318244871495,0.25817665764747266,23.31894474310092,14.802121682766401
AES,0.5126080281204648,0.01777429549502271,12,2014-06-19, A12-C,0.18902413743664853,0.1799081187699822,0.25743124206320495,0,18.22916667,54.04166667,2.791666667,331.0833333,2014,17.093240431138867,11.6480896423963,10.552703173328,58.333787266612795,63.9508412663666,66.8250514635646,24.572972302248303,24.4010690912371,22.6222453631073,0.18547835019063963,0.18297074810049307,0.2604672581450439,0.1870005780984566,0.18601290077971905,0.26407496444961365,0.18851889880269668,0.19538863921406707,0.2679399055211441,0.18446612810331536,0.20963878547872553,0.21236281444259644,0.21728248117930263,23.865428918864236,13.098011082287723
AES,0.5160680943065219,0.02053896655278456,5,2014-06-19, A5-C,0.18962240471222377,0.22782249773680963,0.25551379209356906,0,18.22916667,54.04166667,2.791666667,331.0833333,2014,16.239896948098203,17.8162778545966,14.8911260428653,62.309404110917605,56.3756767036222,67.1593474607257,21.450698940984267,25.8080454417812,17.949526496409,0.12140042309281676,0.22721471733090942,0.25759819966100317,0.12509431907005245,0.23085362693048683,0.2596713992564088,0.12730311252363666,0.2392714466739102,0.2627603194055814,0.20872245122451671,0.20207111336157646,0.2052064484189827,0.20977829286770944,21.736090293058155,16.315766948520036
AES,0.512256039513482,0.0325077687609008,6,2014-06-19, A6-C,NA,0.18300559841495495,0.2480891077605621,0,18.22916667,54.04166667,2.791666667,331.0833333,2014,13.2307720961347,13.1983045778463,16.1351542440369,61.88395677312187,62.5642400679264,60.3850434535499,24.885271130743433,24.2374553542273,23.4798023024132,NA,0.19193938761654844,0.2480891077605621,NA,0.20264499436406874,0.25003946932223353,NA,0.2205509813672173,0.25429931211304435,0.18300559841495495,0.22001424768855526,0.22634223184315114,0.23742514674013082,24.20084292912798,14.188076972672635
AES,0.423638039165073,0.023317112318629374,7,2014-06-19, A7-C,0.23987015181089794,0.24087418771299995,0.3428004322797434,0,18.22916667,54.04166667,2.791666667,331.0833333,2014,12.325174660826967,15.3133261946953,16.3294452097936,62.336371726177106,60.7100102025676,61.403833781877,25.338453612995934,23.9766636027371,22.2667210083294,0.23987015181089794,0.2485198301952719,0.3474552223543422,0.24385427299020057,0.25553568066465393,0.35339640911995235,0.2533461644860973,0.26617349509081506,0.36059174954252776,0.24037216976194895,0.2786150681201707,0.28426212092493564,0.29337046970648006,23.860612741354146,14.655982021771957
AES,0.4929599165916443,0.014711250030775159,11,2015-06-19, A11-C,0.13252857479465985,0.1354243523717545,0.21846484582818354,0.051,18.05416667,45.95833333,4.3,346.5,2015,18.925437259432,14.7678525740071,13.6907419134922,59.48575425013706,66.090493136756,63.4670154930122,21.588808490430996,19.1416542892369,22.8422425934955,0.1446169177288137,0.14837786496704886,0.23130459860946584,0.1557437332234144,0.1579051264729976,0.24071696734697073,0.17053965317021175,0.16673747616463003,0.24902201997404444,0.13397646358320717,0.17476646043510946,0.1847886090144609,0.19543304976962875,21.190901791054465,15.7946772489771
AES,0.4198983907699585,0.04767882682574623,10,2015-06-19, A10-C,0.12745539502842662,0.19046504566873787,0.2687851137651015,0.051,18.05416667,45.95833333,4.3,346.5,2015,16.7588176913764,11.2803361804534,10.9774528298485,58.85767382278813,65.9210082743388,63.446604217991,24.383508485835478,22.7986555452078,25.5759429521605,0.13321260666378237,0.1972219795800192,0.27308585782447536,0.13831137152604217,0.2028610962847916,0.27635330521463153,0.1476087562598381,0.208404475594897,0.27922562704995363,0.15896022034858226,0.2011734813560923,0.20584192434182177,0.21174628630156292,24.252702327734593,13.0055355672261
AES,0.5484045876397027,0.010715737041543775,3,2015-06-19, A3-C,0.14643773468058796,0.24553917676148335,0.2243816734297408,0.051,18.05416667,45.95833333,4.3,346.5,2015,16.468527476474602,14.9466843622718,12.9911532095528,61.93675629086386,60.620355343708,63.0796890878262,21.594716232661565,24.4329602940202,23.929157702621,0.1547866695101875,0.25146838719648923,0.2310896412997206,0.15781181261116206,0.2557630399037349,0.2351245240678218,0.15997635304403002,0.25859515462586263,0.2386167982324448,0.19598845572103565,0.21244823266879911,0.21623312552757293,0.21906276863411248,23.31894474310092,14.802121682766401
AES,0.47635800970925224,0.01360387189827191,12,2015-06-19, A12-C,0.19036729293291363,0.1803714813204421,0.1997234739807191,0.051,18.05416667,45.95833333,4.3,346.5,2015,17.093240431138867,11.6480896423963,10.552703173328,58.333787266612795,63.9508412663666,66.8250514635646,24.572972302248303,24.4010690912371,22.6222453631073,0.20245583116704607,0.18959749223923772,0.21077561073612958,0.20934307519200843,0.1920347128632735,0.21785733133918905,0.21749303826055233,0.1972642353654107,0.22409021811395258,0.18536938712667786,0.20094297804747113,0.20641170646482365,0.2129491639133052,23.865428918864236,13.098011082287723
AES,0.5012980136606429,0.014522984960098644,5,2015-06-19, A5-C,0.12515506910877142,0.12093595083352288,0.18606319204188437,0.051,18.05416667,45.95833333,4.3,346.5,2015,16.239896948098203,17.8162778545966,14.8911260428653,62.309404110917605,56.3756767036222,67.1593474607257,21.450698940984267,25.8080454417812,17.949526496409,0.1291076371499059,0.1273357418295222,0.1973362967100474,0.1341061474985458,0.13397337939134832,0.20288054064012154,0.14350588832516695,0.14336263975657898,0.20801588344879784,0.12304550997114715,0.15125989189649183,0.15698668917667188,0.16496147051018126,21.736090293058155,16.315766948520036
AES,0.49456893073187935,0.015273268397274189,7,2015-06-19, A7-C,0.24583854066539312,0.2777881915616976,0.2909096273858162,0.051,18.05416667,45.95833333,4.3,346.5,2015,12.325174660826967,15.3133261946953,16.3294452097936,62.336371726177106,60.7100102025676,61.403833781877,25.338453612995934,23.9766636027371,22.2667210083294,0.25785810097854583,0.28480913962464577,0.298400479292849,0.26490954142850764,0.2902511451988655,0.30468178746376434,0.27405528327492745,0.2958918606892786,0.3086769649375229,0.26181336611354533,0.28035590663201354,0.28661415803037915,0.292874702967243,23.860612741354146,14.655982021771957
AES,0.5866358743773566,0.02336089161955435,2,2012-06-25, A2-C,0.1821091082999284,0.2644687901104728,0.2619577137689565,0,17.44166667,59,3,328.9583333,2012,13.037486059510032,19.3836758273507,11.2229213618603,61.8702846045774,55.6573409259707,62.9225674014875,25.092229335912567,24.9589832466786,25.8545112366523,0.19263777003204138,0.2732921772605395,0.2683103177958303,0.1993361702529143,0.2820205075703493,0.2746044734820313,0.20745446117679053,0.28850549645009665,0.27835612634896595,0.2232889492052006,0.2447467550294704,0.2519870504350983,0.2581053613252844,25.30190793974782,14.548027749573677
AES,0.5445650021235148,0.010539194851478728,1,2012-06-25, A1-C,0.20717264062091723,0.2365713153495428,0.3271539640924951,0,17.44166667,59,3,328.9583333,2012,13.596915430126899,14.5304209206635,15.0789597123051,57.41014089906983,54.141284529799,51.3194697798878,28.992943670803268,31.3282945495374,33.6015705078071,0.2156726988027451,0.24437186105551234,0.33208769286134565,0.2199069870451742,0.2589988114189088,0.3380610750115587,0.23672608365125392,0.26735071106859665,0.3402180782903287,0.22187197798523,0.2640440842398677,0.2723222911585472,0.2814316243367264,31.307602909382588,14.4020986876985
AES,0.5662364032533433,0.024052639158921387,11,2012-06-25, A11-C,0.23582060041113267,0.2883625484850872,0.2692090429964868,0,17.44166667,59,3,328.9583333,2012,18.925437259432,14.7678525740071,13.6907419134922,59.48575425013706,66.090493136756,63.4670154930122,21.588808490430996,19.1416542892369,22.8422425934955,0.25136966378077147,0.2932118095976795,0.2705437956317525,0.26588830259881063,0.3028339279057776,0.2712081059019843,0.27418343580917665,0.3068117068391005,0.2722035492915316,0.26209157444810993,0.27170842300340114,0.27997677880219085,0.28439956397993627,21.190901791054465,15.7946772489771
AES,0.5736973153220283,0.015614607643111922,10,2012-06-25, A10-C,0.1892312511645466,0.2408297590443894,0.29981023925746453,0,17.44166667,59,3,328.9583333,2012,16.7588176913764,11.2803361804534,10.9774528298485,58.85767382278813,65.9210082743388,63.446604217991,24.383508485835478,22.7986555452078,25.5759429521605,0.20551835215124042,0.25034561466740823,0.30185137943474516,0.21686943077390602,0.2609812695259966,0.30342783313655397,0.23089492684983676,0.26716373148841566,0.3043249809505024,0.215030505104468,0.2525717820844646,0.2604261778121522,0.2674612130962516,24.252702327734593,13.0055355672261
AES,0.535389264424642,0.012256801544186617,3,2012-06-25, A3-C,0.25807574381249265,0.30607486648501625,0.3456130754809704,0,17.44166667,59,3,328.9583333,2012,16.468527476474602,14.9466843622718,12.9911532095528,61.93675629086386,60.620355343708,63.0796890878262,21.594716232661565,24.4329602940202,23.929157702621,0.26530541771616983,0.3063628381441156,0.3484160300890464,0.26530541771616983,0.3066508098032149,0.35064801246214405,0.27116977865718894,0.3075130003993207,0.35176214984273513,0.28207530514875445,0.30669476198311063,0.3075347466605096,0.3101483096330816,23.31894474310092,14.802121682766401
AES,0.47281579507721794,0.03322158679994854,4,2012-06-25, A4-C,NA,0.3627542988826119,0.3564065680977259,0,17.44166667,59,3,328.9583333,2012,14.672770180137,16.0482902258725,15.4741957687039,56.37694793751887,60.6319586276053,62.3292290364519,28.950281882344132,23.3197511465222,22.1965751948442,NA,0.3557590077143308,0.35289547492531376,NA,0.35342052421138936,0.3537753431427441,NA,0.3604279109839962,0.35289547492531376,0.3627542988826119,0.3543272413198223,0.3535979336770667,0.356661692954655,24.822202741236843,15.398418724904467
AES,0.5026116867860159,0.016112530895451952,12,2012-06-25, A12-C,0.24704890620092795,0.26356919741145446,0.2809754237824734,0,17.44166667,59,3,328.9583333,2012,17.093240431138867,11.6480896423963,10.552703173328,58.333787266612795,63.9508412663666,66.8250514635646,24.572972302248303,24.4010690912371,22.6222453631073,0.2605114137508821,0.26883312801382053,0.28436295883308327,0.2813169937272211,0.2752251706420058,0.2866010897186192,0.2774837625847281,0.2779281981180435,0.2879923368415027,0.25530905180619123,0.2712358335325953,0.28104775136261534,0.28113476584809144,23.865428918864236,13.098011082287723
AES,0.5065877669387393,0.01879856924105346,5,2012-06-25, A5-C,0.3167992567170661,0.34686347513254007,0.30039591953833145,0,17.44166667,59,3,328.9583333,2012,16.239896948098203,17.8162778545966,14.8911260428653,62.309404110917605,56.3756767036222,67.1593474607257,21.450698940984267,25.8080454417812,17.949526496409,0.32916789375269717,0.3478664833404153,0.30192998588828335,0.33470939130157396,0.3488694915482905,0.30284632117290344,0.3488786523771378,0.3508677687031777,0.30345686931887095,0.3318313659248031,0.32632145432713194,0.32880840134092265,0.3344010967997288,21.736090293058155,16.315766948520036
AES,0.48681782682736713,0.031405055613752286,6,2012-06-25, A6-C,NA,0.3470290443276412,0.26682696883417123,0,17.44166667,59,3,328.9583333,2012,13.2307720961347,13.1983045778463,16.1351542440369,61.88395677312187,62.5642400679264,60.3850434535499,24.885271130743433,24.2374553542273,23.4798023024132,NA,0.3470290443276412,0.26720135557321145,NA,0.3480229330290135,0.2675745612815291,NA,0.34901526146554845,0.2679477669898468,0.3470290443276412,0.30711519995042635,0.30779874715527133,0.30848151422769765,24.20084292912798,14.188076972672635
AES,0.5267189343770345,0.007762059394788249,7,2012-06-25, A7-C,0.28352003520290814,0.31757478774107156,0.36707099596,0,17.44166667,59,3,328.9583333,2012,12.325174660826967,15.3133261946953,16.3294452097936,62.336371726177106,60.7100102025676,61.403833781877,25.338453612995934,23.9766636027371,22.2667210083294,0.30158355141550014,0.32805532868977677,0.3734908109692829,0.31415125098655755,0.33879124056582366,0.38048314718595094,0.3272517916213002,0.34476072050900164,0.38489703311200546,0.3005474114719898,0.3343765636915199,0.3444752129127774,0.35230318174743575,23.860612741354146,14.655982021771957
AES,0.5953017738130357,0.026883452239851294,2,2012-06-25, A2-C,0.1821091082999284,0.2644687901104728,0.2619577137689565,0,17.44166667,59,3,328.9583333,2012,13.037486059510032,19.3836758273507,11.2229213618603,61.8702846045774,55.6573409259707,62.9225674014875,25.092229335912567,24.9589832466786,25.8545112366523,0.19263777003204138,0.2732921772605395,0.2683103177958303,0.1993361702529143,0.2820205075703493,0.2746044734820313,0.20745446117679053,0.28850549645009665,0.27835612634896595,0.2232889492052006,0.2447467550294704,0.2519870504350983,0.2581053613252844,25.30190793974782,14.548027749573677
AES,0.5445650021235148,0.010539194851478728,1,2012-06-25, A1-C,0.20717264062091723,0.2365713153495428,0.3271539640924951,0,17.44166667,59,3,328.9583333,2012,13.596915430126899,14.5304209206635,15.0789597123051,57.41014089906983,54.141284529799,51.3194697798878,28.992943670803268,31.3282945495374,33.6015705078071,0.2156726988027451,0.24437186105551234,0.33208769286134565,0.2199069870451742,0.2589988114189088,0.3380610750115587,0.23672608365125392,0.26735071106859665,0.3402180782903287,0.22187197798523,0.2640440842398677,0.2723222911585472,0.2814316243367264,31.307602909382588,14.4020986876985
AES,0.5662364032533433,0.024052639158921387,11,2012-06-25, A11-C,0.23582060041113267,0.2883625484850872,0.2692090429964868,0,17.44166667,59,3,328.9583333,2012,18.925437259432,14.7678525740071,13.6907419134922,59.48575425013706,66.090493136756,63.4670154930122,21.588808490430996,19.1416542892369,22.8422425934955,0.25136966378077147,0.2932118095976795,0.2705437956317525,0.26588830259881063,0.3028339279057776,0.2712081059019843,0.27418343580917665,0.3068117068391005,0.2722035492915316,0.26209157444810993,0.27170842300340114,0.27997677880219085,0.28439956397993627,21.190901791054465,15.7946772489771
AES,0.5736973153220283,0.015614607643111922,10,2012-06-25, A10-C,0.1892312511645466,0.2408297590443894,0.29981023925746453,0,17.44166667,59,3,328.9583333,2012,16.7588176913764,11.2803361804534,10.9774528298485,58.85767382278813,65.9210082743388,63.446604217991,24.383508485835478,22.7986555452078,25.5759429521605,0.20551835215124042,0.25034561466740823,0.30185137943474516,0.21686943077390602,0.2609812695259966,0.30342783313655397,0.23089492684983676,0.26716373148841566,0.3043249809505024,0.215030505104468,0.2525717820844646,0.2604261778121522,0.2674612130962516,24.252702327734593,13.0055355672261
AES,0.5402613878250122,0.016037670533845014,3,2012-06-25, A3-C,0.25807574381249265,0.30607486648501625,0.3456130754809704,0,17.44166667,59,3,328.9583333,2012,16.468527476474602,14.9466843622718,12.9911532095528,61.93675629086386,60.620355343708,63.0796890878262,21.594716232661565,24.4329602940202,23.929157702621,0.26530541771616983,0.3063628381441156,0.3484160300890464,0.26530541771616983,0.3066508098032149,0.35064801246214405,0.27116977865718894,0.3075130003993207,0.35176214984273513,0.28207530514875445,0.30669476198311063,0.3075347466605096,0.3101483096330816,23.31894474310092,14.802121682766401
AES,0.42578601506021285,0.029755916709845807,4,2012-06-25, A4-C,NA,0.3627542988826119,0.3564065680977259,0,17.44166667,59,3,328.9583333,2012,14.672770180137,16.0482902258725,15.4741957687039,56.37694793751887,60.6319586276053,62.3292290364519,28.950281882344132,23.3197511465222,22.1965751948442,NA,0.3557590077143308,0.35289547492531376,NA,0.35342052421138936,0.3537753431427441,NA,0.3604279109839962,0.35289547492531376,0.3627542988826119,0.3543272413198223,0.3535979336770667,0.356661692954655,24.822202741236843,15.398418724904467
AES,0.5026116867860159,0.016112530895451952,12,2012-06-25, A12-C,0.24704890620092795,0.26356919741145446,0.2809754237824734,0,17.44166667,59,3,328.9583333,2012,17.093240431138867,11.6480896423963,10.552703173328,58.333787266612795,63.9508412663666,66.8250514635646,24.572972302248303,24.4010690912371,22.6222453631073,0.2605114137508821,0.26883312801382053,0.28436295883308327,0.2813169937272211,0.2752251706420058,0.2866010897186192,0.2774837625847281,0.2779281981180435,0.2879923368415027,0.25530905180619123,0.2712358335325953,0.28104775136261534,0.28113476584809144,23.865428918864236,13.098011082287723
AES,0.5065877669387393,0.01879856924105346,5,2012-06-25, A5-C,0.3167992567170661,0.34686347513254007,0.30039591953833145,0,17.44166667,59,3,328.9583333,2012,16.239896948098203,17.8162778545966,14.8911260428653,62.309404110917605,56.3756767036222,67.1593474607257,21.450698940984267,25.8080454417812,17.949526496409,0.32916789375269717,0.3478664833404153,0.30192998588828335,0.33470939130157396,0.3488694915482905,0.30284632117290344,0.3488786523771378,0.3508677687031777,0.30345686931887095,0.3318313659248031,0.32632145432713194,0.32880840134092265,0.3344010967997288,21.736090293058155,16.315766948520036
AES,0.48681782682736713,0.031405055613752286,6,2012-06-25, A6-C,NA,0.3470290443276412,0.26682696883417123,0,17.44166667,59,3,328.9583333,2012,13.2307720961347,13.1983045778463,16.1351542440369,61.88395677312187,62.5642400679264,60.3850434535499,24.885271130743433,24.2374553542273,23.4798023024132,NA,0.3470290443276412,0.26720135557321145,NA,0.3480229330290135,0.2675745612815291,NA,0.34901526146554845,0.2679477669898468,0.3470290443276412,0.30711519995042635,0.30779874715527133,0.30848151422769765,24.20084292912798,14.188076972672635
AES,0.5267189343770345,0.007762059394788249,7,2012-06-25, A7-C,0.28352003520290814,0.31757478774107156,0.36707099596,0,17.44166667,59,3,328.9583333,2012,12.325174660826967,15.3133261946953,16.3294452097936,62.336371726177106,60.7100102025676,61.403833781877,25.338453612995934,23.9766636027371,22.2667210083294,0.30158355141550014,0.32805532868977677,0.3734908109692829,0.31415125098655755,0.33879124056582366,0.38048314718595094,0.3272517916213002,0.34476072050900164,0.38489703311200546,0.3005474114719898,0.3343765636915199,0.3444752129127774,0.35230318174743575,23.860612741354146,14.655982021771957
AES,0.5457414024406009,0.02766180230769819,2,2013-06-29, A2-C,0.15988710986533614,0.22125172578123797,0.24452184314200498,0.036,23.1375,65,2.770833333,288.125,2013,13.037486059510032,19.3836758273507,11.2229213618603,61.8702846045774,55.6573409259707,62.9225674014875,25.092229335912567,24.9589832466786,25.8545112366523,0.15052717414696484,0.22435691589629614,0.247782164645159,0.14974127173217847,0.22358167455464562,0.24908264022512855,0.14738559000950677,0.22822044835918143,0.25296945487986905,0.19056941782328707,0.20755541822947332,0.20746852883731753,0.20952516441618574,25.30190793974782,14.548027749573677
AES,0.5498336950937907,0.024461528837012685,11,2013-06-29, A11-C,0.2175984691670516,0.23840632482247276,0.25905122795674274,0.036,23.1375,65,2.770833333,288.125,2013,18.925437259432,14.7678525740071,13.6907419134922,59.48575425013706,66.090493136756,63.4670154930122,21.588808490430996,19.1416542892369,22.8422425934955,0.21999560745445468,0.2612152816952423,0.2803939839155893,0.2183982338294856,0.2620509495383773,0.2803939839155893,0.22318388760469676,0.2744785241770002,0.29186508925879157,0.22800239699476219,0.25386829102176206,0.2536143890944841,0.26317583368016284,21.190901791054465,15.7946772489771
AES,0.5211973422103457,0.06410141785339231,10,2013-06-29, A10-C,0.16187418929885417,0.2015197675919631,0.280197376379401,0.036,23.1375,65,2.770833333,288.125,2013,16.7588176913764,11.2803361804534,10.9774528298485,58.85767382278813,65.9210082743388,63.446604217991,24.383508485835478,22.7986555452078,25.5759429521605,0.14493874468712625,0.20084691289889228,0.2905364893329646,0.1399090164085422,0.20084691289889228,0.28840511877209724,0.13485902739167582,0.2015197675919631,0.2938195862900431,0.18169697844540864,0.21210738230632772,0.2097203493598439,0.21006612709122735,24.252702327734593,13.0055355672261
AES,0.47175759077072144,0.02381831067727559,3,2013-06-29, A3-C,0.24475211205109765,0.29755610574632396,0.31155866003761246,0.036,23.1375,65,2.770833333,288.125,2013,16.468527476474602,14.9466843622718,12.9911532095528,61.93675629086386,60.620355343708,63.0796890878262,21.594716232661565,24.4329602940202,23.929157702621,0.2400322303971334,0.29764968519091817,0.31274324204459697,0.23187715823378546,0.29771207148731427,0.31451548054017947,0.23119362542834693,0.2977744577837104,0.31687166791244437,0.27115410889871083,0.2834750525442162,0.2813682367537597,0.2819465837081672,23.31894474310092,14.802121682766401
AES,0.6647473838594224,0.015009751783869077,12,2013-06-29, A12-C,0.18395167409840663,0.2096241239248382,0.2568205999031763,0.036,23.1375,65,2.770833333,288.125,2013,17.093240431138867,11.6480896423963,10.552703173328,58.333787266612795,63.9508412663666,66.8250514635646,24.572972302248303,24.4010690912371,22.6222453631073,0.18642581711771591,0.2174471810991611,0.2705891789062179,0.1847771300877626,0.2110578033025329,0.2702961935308069,0.18971651633134756,0.21815158490740888,0.27697678018255967,0.1967878990116224,0.22482072570769832,0.2220437089737008,0.2282816271404387,23.865428918864236,13.098011082287723
